TITLE = "Visualization of the FFD boxes generated by SU2_DEF."
VARIABLES = "x", "y", "z"
ZONE T= "TAIL (Original FFD)", I=11, J=9, K=2, DATAPACKING=POINT
3.158257629592558e+01	3.128009100290120e+00	1.848765648192350e+00	
3.207864881713038e+01	3.051428225971700e+00	1.789484499605779e+00	
3.257472133833519e+01	2.974847351653280e+00	1.730203351019208e+00	
3.307079385953998e+01	2.898266477334860e+00	1.670922202432637e+00	
3.356686638074478e+01	2.821685603016440e+00	1.611641053846066e+00	
3.406293890194959e+01	2.745104728698020e+00	1.552359905259495e+00	
3.455901142315439e+01	2.668523854379600e+00	1.493078756672924e+00	
3.505508394435918e+01	2.591942980061180e+00	1.433797608086353e+00	
3.555115646556398e+01	2.515362105742760e+00	1.374516459499782e+00	
3.604722898676879e+01	2.438781231424340e+00	1.315235310913211e+00	
3.654330150797359e+01	2.362200357105920e+00	1.255954162326640e+00	
3.192207329443982e+01	3.865273513828532e+00	2.443498393480831e+00	
3.237821987029751e+01	3.794856181476205e+00	2.388988434180926e+00	
3.283436644615521e+01	3.724438849123877e+00	2.334478474881020e+00	
3.329051302201289e+01	3.654021516771548e+00	2.279968515581114e+00	
3.374665959787058e+01	3.583604184419221e+00	2.225458556281209e+00	
3.420280617372828e+01	3.513186852066893e+00	2.170948596981303e+00	
3.465895274958596e+01	3.442769519714565e+00	2.116438637681398e+00	
3.511509932544366e+01	3.372352187362238e+00	2.061928678381492e+00	
3.557124590130135e+01	3.301934855009909e+00	2.007418719081586e+00	
3.602739247715905e+01	3.231517522657581e+00	1.952908759781681e+00	
3.648353905301673e+01	3.161100190305254e+00	1.898398800481775e+00	
3.226157029295405e+01	4.602537927366945e+00	3.038231138769313e+00	
3.267779092346463e+01	4.538284136980709e+00	2.988492368756072e+00	
3.309401155397522e+01	4.474030346594473e+00	2.938753598742832e+00	
3.351023218448579e+01	4.409776556208238e+00	2.889014828729592e+00	
3.392645281499638e+01	4.345522765822002e+00	2.839276058716352e+00	
3.434267344550696e+01	4.281268975435767e+00	2.789537288703111e+00	
3.475889407601755e+01	4.217015185049531e+00	2.739798518689871e+00	
3.517511470652813e+01	4.152761394663295e+00	2.690059748676631e+00	
3.559133533703871e+01	4.088507604277059e+00	2.640320978663390e+00	
3.600755596754929e+01	4.024253813890823e+00	2.590582208650150e+00	
3.642377659805988e+01	3.960000023504588e+00	2.540843438636910e+00	
3.260106729146828e+01	5.339802340905358e+00	3.632963884057794e+00	
3.297736197663176e+01	5.281712092485215e+00	3.587996303331219e+00	
3.335365666179523e+01	5.223621844065070e+00	3.543028722604644e+00	
3.372995134695871e+01	5.165531595644926e+00	3.498061141878069e+00	
3.410624603212218e+01	5.107441347224782e+00	3.453093561151494e+00	
3.448254071728566e+01	5.049351098804639e+00	3.408125980424920e+00	
3.485883540244913e+01	4.991260850384496e+00	3.363158399698345e+00	
3.523513008761260e+01	4.933170601964353e+00	3.318190818971770e+00	
3.561142477277608e+01	4.875080353544208e+00	3.273223238245195e+00	
3.598771945793955e+01	4.816990105124065e+00	3.228255657518620e+00	
3.636401414310302e+01	4.758899856703921e+00	3.183288076792045e+00	
3.294056428998252e+01	6.077066754443770e+00	4.227696629346275e+00	
3.327693302979888e+01	6.025140047989719e+00	4.187500237906366e+00	
3.361330176961525e+01	5.973213341535667e+00	4.147303846466456e+00	
3.394967050943161e+01	5.921286635081616e+00	4.107107455026546e+00	
3.428603924924798e+01	5.869359928627564e+00	4.066911063586637e+00	
3.462240798906434e+01	5.817433222173513e+00	4.026714672146728e+00	
3.495877672888071e+01	5.765506515719460e+00	3.986518280706818e+00	
3.529514546869707e+01	5.713579809265410e+00	3.946321889266908e+00	
3.563151420851344e+01	5.661653102811358e+00	3.906125497826999e+00	
3.596788294832981e+01	5.609726396357306e+00	3.865929106387089e+00	
3.630425168814617e+01	5.557799689903255e+00	3.825732714947180e+00	
3.328006128849675e+01	6.814331167982182e+00	4.822429374634757e+00	
3.357650408296601e+01	6.768568003494224e+00	4.787004172481513e+00	
3.387294687743527e+01	6.722804839006264e+00	4.751578970328269e+00	
3.416938967190452e+01	6.677041674518303e+00	4.716153768175023e+00	
3.446583246637378e+01	6.631278510030345e+00	4.680728566021780e+00	
3.476227526084304e+01	6.585515345542385e+00	4.645303363868535e+00	
3.505871805531229e+01	6.539752181054427e+00	4.609878161715292e+00	
3.535516084978155e+01	6.493989016566466e+00	4.574452959562047e+00	
3.565160364425080e+01	6.448225852078507e+00	4.539027757408803e+00	
3.594804643872006e+01	6.402462687590548e+00	4.503602555255559e+00	
3.624448923318931e+01	6.356699523102589e+00	4.468177353102315e+00	
3.361955828701099e+01	7.551595581520596e+00	5.417162119923238e+00	
3.387607513613314e+01	7.511995958998728e+00	5.386508107056659e+00	
3.413259198525529e+01	7.472396336476860e+00	5.355854094190080e+00	
3.438910883437743e+01	7.432796713954994e+00	5.325200081323501e+00	
3.464562568349958e+01	7.393197091433126e+00	5.294546068456922e+00	
3.490214253262172e+01	7.353597468911259e+00	5.263892055590343e+00	
3.515865938174387e+01	7.313997846389391e+00	5.233238042723765e+00	
3.541517623086602e+01	7.274398223867525e+00	5.202584029857187e+00	
3.567169307998817e+01	7.234798601345656e+00	5.171930016990608e+00	
3.592820992911032e+01	7.195198978823790e+00	5.141276004124029e+00	
3.618472677823246e+01	7.155599356301922e+00	5.110621991257450e+00	
3.395905528552522e+01	8.288859995059008e+00	6.011894865211719e+00	
3.417564618930027e+01	8.255423914503234e+00	5.986012041631806e+00	
3.439223709307531e+01	8.221987833947457e+00	5.960129218051893e+00	
3.460882799685034e+01	8.188551753391682e+00	5.934246394471979e+00	
3.482541890062538e+01	8.155115672835906e+00	5.908363570892066e+00	
