"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,"Linear_Solver_Iterations",    "LinSolRes"   ,"LinSolIterTurb",  "LinSolResTurb" ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
          0,           0,         927,      -6.754925838,      -4.071907506,      -4.630878169,       -4.58246845,      -1.700458381,      -9.652457071,                         5,      -1.213140839,               5,      -3.008205154,       1064568.017,     0.01717091011,      0.4005053102,     0.09813468382,      0.7072036927,    -0.03694230974,     -0.1117524683,    0.005202390113,     0.09813468382,      0.4008394677,       23.32464079,    0.000154880097
          0,           0,         928,      -6.756048301,      -4.076490626,      -4.634828217,       -4.58645414,      -1.704401896,      -9.656710819,                         5,      -1.213229144,               5,      -3.008271234,       1064568.017,     0.01717090745,      0.4005053118,     0.09813466874,      0.7072036924,    -0.03694240015,     -0.1117524962,    0.005202387416,     0.09813466874,      0.4008394691,       23.32464448,   0.0001548853749
          0,           0,         929,      -6.757181825,       -4.08106094,      -4.638664582,      -4.590421624,      -1.708372328,      -9.660952738,                         5,      -1.208194987,               5,      -3.007980612,       1064568.017,      0.0171709048,      0.4005053134,     0.09813465359,      0.7072036922,    -0.03694248969,     -0.1117525244,    0.005202384718,     0.09813465359,      0.4008394707,       23.32464818,   0.0001548905957
          0,           0,         930,      -6.758368063,      -4.085638105,      -4.642569221,      -4.594402905,      -1.712356503,      -9.665188145,                         5,      -1.204635968,               5,      -3.007866915,       1064568.017,     0.01717090215,      0.4005053151,     0.09813463844,       0.707203692,    -0.03694257829,     -0.1117525526,    0.005202382021,     0.09813463844,      0.4008394723,       23.32465187,    0.000154895761
          0,           0,         931,       -6.75958311,      -4.090224448,      -4.646623733,      -4.598410927,      -1.716285435,      -9.669426482,                         5,      -1.206458166,               5,      -3.007706637,       1064568.017,     0.01717089952,      0.4005053167,     0.09813462341,      0.7072036917,    -0.03694266605,     -0.1117525804,    0.005202379339,     0.09813462341,      0.4008394738,       23.32465555,   0.0001549008722
          0,           0,         932,       -6.76077482,      -4.094809042,      -4.650687135,       -4.60242184,      -1.720177408,      -9.673656948,                         5,      -1.209373291,               5,       -3.00765712,       1064568.017,     0.01717089691,      0.4005053182,     0.09813460848,      0.7072036914,    -0.03694275307,     -0.1117526077,    0.005202376683,     0.09813460848,      0.4008394753,       23.32465918,   0.0001549059296
          0,           0,         933,      -6.761936967,      -4.099383126,      -4.654681871,      -4.606414712,       -1.72406304,      -9.677877197,                         5,      -1.211570112,               5,      -3.007275449,       1064568.017,     0.01717089433,      0.4005053198,     0.09813459363,       0.707203691,    -0.03694283937,     -0.1117526345,    0.005202374057,     0.09813459363,      0.4008394767,       23.32466278,   0.0001549109328
          0,           0,         934,      -6.763091051,      -4.103940904,       -4.65855002,      -4.610383309,      -1.727964511,      -9.682087923,                         5,      -1.210583657,               5,      -3.006256925,       1064568.017,     0.01717089176,      0.4005053214,     0.09813457869,      0.7072036907,    -0.03694292493,     -0.1117526615,    0.005202371444,     0.09813457869,      0.4008394782,       23.32466636,   0.0001549158818
          0,           0,         935,      -6.764273558,      -4.108494815,      -4.662384528,      -4.614345407,      -1.731901541,      -9.686293091,                         5,        -1.2074025,               5,      -3.005625472,       1064568.017,     0.01717088921,      0.4005053231,     0.09813456369,      0.7072036906,    -0.03694300965,     -0.1117526886,     0.00520236884,     0.09813456369,      0.4008394799,       23.32466993,   0.0001549207777
          0,           0,         936,      -6.765493227,      -4.113056372,      -4.666369395,      -4.618326189,      -1.735803465,      -9.690508583,                         5,      -1.208987398,               5,      -3.005344294,       1064568.017,     0.01717088669,      0.4005053247,     0.09813454909,      0.7072036905,    -0.03694309353,     -0.1117527153,    0.005202366275,     0.09813454909,      0.4008394814,       23.32467344,   0.0001549256222
          0,           0,         937,      -6.766702683,      -4.117615563,      -4.670407513,      -4.622313189,      -1.739648239,       -9.69472418,                         5,      -1.212808936,               5,      -3.005409419,       1064568.017,     0.01717088422,      0.4005053263,     0.09813453504,      0.7072036903,    -0.03694317666,     -0.1117527413,     0.00520236376,     0.09813453504,      0.4008394829,       23.32467689,   0.0001549304157
          0,           0,         938,      -6.767880137,      -4.122163175,      -4.674390275,      -4.626283166,       -1.74347301,      -9.698933317,                         5,      -1.214941554,               5,      -3.005712911,       1064568.017,     0.01717088179,      0.4005053277,     0.09813452135,      0.7072036902,    -0.03694325908,     -0.1117527668,    0.005202361288,     0.09813452135,      0.4008394843,       23.32468027,   0.0001549351581
          0,           0,         939,      -6.769044691,      -4.126694696,      -4.678259786,      -4.630229747,       -1.74730264,      -9.703135364,                         5,      -1.213017857,               5,      -3.005552797,       1064568.017,     0.01717087938,      0.4005053293,     0.09813450773,      0.7072036901,    -0.03694334077,     -0.1117527921,     0.00520235883,     0.09813450773,      0.4008394857,       23.32468364,    0.000154939849
          0,           0,         940,      -6.770237255,      -4.131220653,      -4.682066192,      -4.634168348,      -1.751167063,      -9.707323872,                         5,      -1.207409994,               5,      -3.005337714,       1064568.017,     0.01717087696,      0.4005053309,     0.09813449402,      0.7072036901,    -0.03694342164,     -0.1117528177,    0.005202356367,     0.09813449402,      0.4008394873,       23.32468702,   0.0001549444891
          0,           0,         941,      -6.771481972,      -4.135757836,      -4.686016044,      -4.638131969,      -1.755016908,      -9.711513002,                         5,      -1.206428573,               5,      -3.005219001,       1064568.017,     0.01717087455,      0.4005053325,     0.09813448038,      0.7072036901,    -0.03694350168,     -0.1117528432,    0.005202353911,     0.09813448038,      0.4008394889,       23.32469038,   0.0001549490803
          0,           0,         942,      -6.772733152,      -4.140299628,      -4.690061274,      -4.642114424,      -1.758810159,      -9.715700917,                         5,      -1.209308172,               5,       -3.00509311,       1064568.017,     0.01717087216,      0.4005053341,     0.09813446685,        0.70720369,      -0.036943581,     -0.1117528681,    0.005202351473,     0.09813446685,      0.4008394903,       23.32469372,   0.0001549536231
          0,           0,         943,      -6.773954391,      -4.144835865,      -4.694074644,      -4.646089633,      -1.762580127,      -9.719878297,                         5,      -1.212040286,               5,      -3.005009382,       1064568.017,     0.01717086979,      0.4005053356,     0.09813445341,      0.7072036899,    -0.03694365966,     -0.1117528926,     0.00520234906,     0.09813445341,      0.4008394918,       23.32469703,   0.0001549581176
          0,           0,         944,      -6.775154092,      -4.149358196,      -4.697994575,      -4.650042433,      -1.766346644,      -9.724046024,                         5,      -1.213626863,               5,      -3.004293795,       1064568.017,     0.01717086745,      0.4005053371,        0.09813444,      0.7072036898,    -0.03694373767,     -0.1117529169,    0.005202346673,        0.09813444,      0.4008394932,        23.3247003,   0.0001549625635
          0,           0,         945,      -6.776356643,      -4.153866403,      -4.701792629,      -4.653974325,      -1.770142774,      -9.728203219,                         5,      -1.210877927,               5,      -3.003318328,       1064568.017,     0.01717086511,      0.4005053387,     0.09813442644,      0.7072036898,    -0.03694381499,     -0.1117529415,    0.005202344289,     0.09813442644,      0.4008394947,       23.32470357,   0.0001549669612
          0,           0,         946,      -6.777597987,      -4.158378863,      -4.705653971,      -4.657912824,      -1.773955949,      -9.732362696,                         5,      -1.209439198,               5,       -3.00287231,       1064568.017,     0.01717086279,      0.4005053404,       0.098134413,      0.7072036899,    -0.03694389152,     -0.1117529659,    0.005202341923,       0.098134413,      0.4008394963,       23.32470681,   0.0001549713119
          0,           0,         947,       -6.77885993,      -4.162895517,      -4.709650579,      -4.661868606,      -1.777712872,      -9.736530774,                         5,      -1.212648546,               5,      -3.002685037,       1064568.017,     0.01717086052,      0.4005053419,     0.09813440002,      0.7072036899,    -0.03694396732,     -0.1117529899,    0.005202339601,     0.09813440002,      0.4008394978,       23.32470999,    0.000154975617
          0,           0,         948,      -6.780098933,      -4.167405488,      -4.713644982,      -4.665820272,      -1.781427633,      -9.740694051,                         5,      -1.216140604,               5,      -3.002918945,       1064568.017,     0.01717085828,      0.4005053434,      0.0981343875,      0.7072036899,    -0.03694404247,     -0.1117530132,    0.005202337323,      0.0981343875,      0.4008394992,       23.32471312,   0.0001549798764
          0,           0,         949,      -6.781311172,      -4.171901301,      -4.717558862,      -4.669750516,      -1.785128755,      -9.744851124,                         5,      -1.217090925,               5,      -3.003081769,       1064568.017,     0.01717085607,      0.4005053448,      0.0981343752,        0.70720369,    -0.03694411698,     -0.1117530361,    0.005202335073,      0.0981343752,      0.4008395006,        23.3247162,   0.0001549840899
          0,           0,         950,       -6.78252409,      -4.176382533,      -4.721352637,      -4.673659794,      -1.788848348,      -9.748997433,                         5,       -1.21296157,               5,      -3.002803297,       1064568.017,     0.01717085387,      0.4005053464,     0.09813436286,      0.7072036902,     -0.0369441908,     -0.1117530592,    0.005202332827,     0.09813436286,      0.4008395021,       23.32471928,   0.0001549882574
          0,           0,         951,      -6.783779816,      -4.180867236,      -4.725172467,      -4.677575988,      -1.792596754,      -9.753134046,                         5,      -1.208618145,               5,      -3.002682684,       1064568.017,     0.01717085167,       0.400505348,     0.09813435048,      0.7072036904,    -0.03694426386,     -0.1117530824,    0.005202330578,     0.09813435048,      0.4008395036,       23.32472236,   0.0001549923801
          0,           0,         952,      -6.785074397,       -4.18536244,      -4.729152015,      -4.681519581,      -1.796304715,      -9.757274257,                         5,        -1.2099046,               5,      -3.002534838,       1064568.017,     0.01717084948,      0.4005053495,     0.09813433821,      0.7072036905,    -0.03694433619,     -0.1117531052,    0.005202328341,     0.09813433821,      0.4008395051,       23.32472543,   0.0001549964594
          0,           0,         953,      -6.786356956,      -4.189857647,      -4.733164236,      -4.685471541,      -1.799968233,      -9.761407936,                         5,       -1.21307065,               5,      -3.002470789,       1064568.017,      0.0171708473,       0.400505351,     0.09813432602,      0.7072036906,    -0.03694440791,     -0.1117531277,    0.005202326122,     0.09813432602,      0.4008395065,       23.32472847,   0.0001550004955
          0,           0,         954,      -6.787610579,      -4.194343751,      -4.737118172,      -4.689408475,      -1.803613832,      -9.765530504,                         5,      -1.215639356,               5,      -3.002207218,       1064568.017,     0.01717084515,      0.4005053524,     0.09813431391,      0.7072036906,    -0.03694447903,     -0.1117531497,    0.005202323929,     0.09813431391,      0.4008395079,       23.32473148,   0.0001550044882
          0,           0,         955,      -6.788850589,      -4.198813746,      -4.740953921,      -4.693321241,      -1.807264271,      -9.769643075,                         5,      -1.215790999,               5,      -3.001223297,       1064568.017,     0.01717084302,       0.400505354,     0.09813430176,      0.7072036907,    -0.03694454957,     -0.1117531718,     0.00520232175,     0.09813430176,      0.4008395093,       23.32473447,   0.0001550084374
          0,           0,         956,      -6.790106801,       -4.20327606,      -4.744718111,      -4.697221265,      -1.810952841,      -9.773747218,                         5,      -1.212520111,               5,      -3.000455987,       1064568.017,     0.01717084089,      0.4005053556,     0.09813428949,      0.7072036909,    -0.03694461944,     -0.1117531941,    0.005202319575,     0.09813428949,      0.4008395109,       23.32473745,   0.0001550123439
          0,           0,         957,      -6.791402512,      -4.207746308,      -4.748617219,      -4.701137129,      -1.814628042,      -9.777860446,                         5,      -1.213362695,               5,      -3.000113649,       1064568.017,     0.01717083879,      0.4005053572,      0.0981342775,      0.7072036912,     -0.0369446886,     -0.1117532161,    0.005202317428,      0.0981342775,      0.4008395124,        23.3247404,   0.0001550162091
          0,           0,         958,      -6.792700045,      -4.212215953,       -4.75259755,      -4.705063349,      -1.818245733,      -9.781976356,                         5,      -1.217323635,               5,      -3.000081224,       1064568.017,     0.01717083673,      0.4005053586,     0.09813426597,      0.7072036914,    -0.03694475714,     -0.1117532375,    0.005202315322,     0.09813426597,      0.4008395138,       23.32474328,   0.0001550200334
          0,           0,         959,      -6.793968858,      -4.216675194,      -4.756535781,      -4.708976878,         -1.821831,      -9.786085236,                         5,      -1.220075984,               5,       -3.00039404,       1064568.017,      0.0171708347,        0.40050536,     0.09813425477,      0.7072036915,    -0.03694482509,     -0.1117532584,    0.005202313253,     0.09813425477,      0.4008395152,       23.32474612,   0.0001550238167
          0,           0,         960,      -6.795219738,      -4.221118541,      -4.760370577,      -4.712866798,       -1.82541089,      -9.790187337,                         5,      -1.219285567,               5,      -3.000333373,       1064568.017,     0.01717083269,      0.4005053615,     0.09813424367,      0.7072036918,    -0.03694489246,     -0.1117532792,    0.005202311199,     0.09813424367,      0.4008395166,       23.32474894,   0.0001550275588
          0,           0,         961,      -6.796485969,      -4.225553264,      -4.764114982,      -4.716743793,      -1.829023106,      -9.794275635,                         5,      -1.213870951,               5,      -3.000089644,       1064568.017,     0.01717083068,       0.400505363,     0.09813423248,      0.7072036921,    -0.03694495918,     -0.1117533002,    0.005202309143,     0.09813423248,      0.4008395181,       23.32475176,   0.0001550312602
          0,           0,         962,      -6.797802502,      -4.229997647,      -4.767974366,      -4.720640561,      -1.832644245,      -9.798361751,                         5,      -1.211940465,               5,      -2.999996647,       1064568.017,     0.01717082867,      0.4005053646,     0.09813422133,      0.7072036925,     -0.0369450252,     -0.1117533211,    0.005202307089,     0.09813422133,      0.4008395195,       23.32475458,   0.0001550349221
          0,           0,         963,      -6.799137416,      -4.234448549,      -4.771954564,      -4.724560042,      -1.836212897,      -9.802448801,                         5,      -1.214674788,               5,      -2.999858969,       1064568.017,     0.01717082667,      0.4005053661,     0.09813421028,      0.7072036927,    -0.03694509061,     -0.1117533416,    0.005202305049,     0.09813421028,       0.400839521,       23.32475738,   0.0001550385452
          0,           0,         964,      -6.800449028,      -4.238895575,      -4.775919083,       -4.72847689,      -1.839748346,      -9.806525555,                         5,      -1.217727869,               5,      -2.999808166,       1064568.017,     0.01717082469,      0.4005053675,      0.0981341993,      0.7072036929,    -0.03694515547,     -0.1117533618,    0.005202303029,      0.0981341993,      0.4008395223,       23.32476015,   0.0001550421297
          0,           0,         965,      -6.801737356,      -4.243330027,      -4.779802385,      -4.732373574,      -1.843270964,      -9.810591641,                         5,       -1.21995432,               5,      -2.999235667,       1064568.017,     0.01717082274,      0.4005053689,     0.09813418838,      0.7072036931,    -0.03694521981,     -0.1117533817,    0.005202301031,     0.09813418838,      0.4008395237,       23.32476289,   0.0001550456753
          0,           0,         966,      -6.803019998,       -4.24774887,      -4.783557812,      -4.736247236,      -1.846810147,      -9.814646643,                         5,      -1.218193751,               5,      -2.998189376,       1064568.017,     0.01717082079,      0.4005053704,     0.09813417733,      0.7072036934,    -0.03694528359,     -0.1117534018,    0.005202299038,     0.09813417733,      0.4008395251,       23.32476562,   0.0001550491821
          0,           0,         967,      -6.804332913,      -4.252168789,       -4.78733034,      -4.740120235,      -1.850382054,      -9.818699841,                         5,        -1.2160642,               5,       -2.99764135,       1064568.017,     0.01717081885,       0.400505372,      0.0981341663,      0.7072036938,    -0.03694534675,     -0.1117534219,    0.005202297055,      0.0981341663,      0.4008395266,       23.32476835,   0.0001550526511
          0,           0,         968,      -6.805674081,      -4.256594798,      -4.791250506,      -4.744011317,      -1.853914441,      -9.822763325,                         5,      -1.218842694,               5,      -2.997382332,       1064568.017,     0.01717081694,      0.4005053735,     0.09813415563,      0.7072036941,    -0.03694540928,     -0.1117534417,    0.005202295105,     0.09813415563,      0.4008395281,       23.32477102,   0.0001550560835
          0,           0,         969,      -6.807001535,      -4.261015455,      -4.795191678,      -4.747903326,      -1.857396136,      -9.826823351,                         5,      -1.222757989,               5,      -2.997535189,       1064568.017,     0.01717081507,      0.4005053749,     0.09813414536,      0.7072036945,    -0.03694547127,     -0.1117534609,    0.005202293192,     0.09813414536,      0.4008395294,       23.32477365,   0.0001550594793
          0,           0,         970,      -6.808301679,      -4.265423068,      -4.799064578,      -4.751776528,      -1.860855072,      -9.830876326,                         5,      -1.224489994,               5,      -2.997778723,       1064568.017,     0.01717081323,      0.4005053763,     0.09813413531,      0.7072036948,    -0.03694553274,     -0.1117534797,    0.005202291306,     0.09813413531,      0.4008395308,       23.32477623,   0.0001550628383
          0,           0,         971,      -6.809594186,      -4.269815225,      -4.802817918,      -4.755627188,      -1.864319848,       -9.83491976,                         5,       -1.22147992,               5,      -2.997546615,       1064568.017,     0.01717081139,      0.4005053777,     0.09813412525,      0.7072036952,    -0.03694559367,     -0.1117534986,    0.005202289426,     0.09813412525,      0.4008395322,       23.32477881,   0.0001550661604
          0,           0,         972,      -6.810918609,       -4.27420701,      -4.806554073,      -4.759477603,      -1.867823449,        -9.8389509,                         5,      -1.216553826,               5,       -2.99740854,       1064568.017,     0.01717080955,      0.4005053793,     0.09813411513,      0.7072036957,    -0.03694565398,     -0.1117535176,    0.005202287542,     0.09813411513,      0.4008395336,        23.3247814,   0.0001550694465
          0,           0,         973,      -6.812287255,      -4.278610262,      -4.810448549,      -4.763354362,      -1.871309688,      -9.842985286,                         5,      -1.217112303,               5,      -2.997289087,       1064568.017,     0.01717080772,      0.4005053807,     0.09813410509,      0.7072036961,    -0.03694571367,     -0.1117535364,    0.005202285666,     0.09813410509,       0.400839535,       23.32478398,   0.0001550726977
          0,           0,         974,      -6.813654746,        -4.2830151,      -4.814402346,      -4.767243938,      -1.874745178,      -9.847015085,                         5,      -1.220441105,               5,      -2.997207275,       1064568.017,      0.0171708059,      0.4005053821,     0.09813409514,      0.7072036965,    -0.03694577284,     -0.1117535549,    0.005202283804,     0.09813409514,      0.4008395364,       23.32478653,   0.0001550759142
          0,           0,         975,      -6.814995912,      -4.287412455,      -4.818309836,       -4.77112254,      -1.878153877,      -9.851033062,                         5,      -1.223334775,               5,      -2.997045306,       1064568.017,      0.0171708041,      0.4005053835,     0.09813408525,      0.7072036968,    -0.03694583152,      -0.111753573,    0.005202281962,     0.09813408525,      0.4008395377,       23.32478906,    0.000155079096
          0,           0,         976,      -6.816319076,      -4.291794564,      -4.822110853,      -4.774977912,      -1.881555427,      -9.855040478,                         5,      -1.224535882,               5,      -2.996154136,       1064568.017,     0.01717080231,      0.4005053849,     0.09813407535,      0.7072036972,    -0.03694588973,     -0.1117535911,    0.005202280136,     0.09813407535,      0.4008395391,       23.32479157,   0.0001550822429
          0,           0,         977,      -6.817648084,      -4.296165938,       -4.82581067,      -4.778815504,      -1.884989152,       -9.85903725,                         5,      -1.221554237,               5,      -2.995258279,       1064568.017,     0.01717080053,      0.4005053864,     0.09813406533,      0.7072036976,    -0.03694594742,     -0.1117536093,    0.005202278311,     0.09813406533,      0.4008395405,       23.32479407,   0.0001550853555
          0,           0,         978,      -6.819014153,      -4.300544154,      -4.829615714,      -4.782663896,      -1.888433276,      -9.863040519,                         5,      -1.221562723,               5,      -2.994850835,       1064568.017,     0.01717079877,      0.4005053879,     0.09813405547,      0.7072036981,    -0.03694600452,     -0.1117536275,    0.005202276505,     0.09813405547,       0.400839542,       23.32479655,   0.0001550884346
          0,           0,         979,       -6.82039212,      -4.304923734,      -4.833528503,      -4.786525812,      -1.891825108,      -9.867049328,                         5,      -1.225488513,               5,      -2.994724116,       1064568.017,     0.01717079704,      0.4005053894,     0.09813404598,      0.7072036986,    -0.03694606109,     -0.1117536451,    0.005202274732,     0.09813404598,      0.4008395434,       23.32479899,   0.0001550914811
          0,           0,         980,      -6.821746989,      -4.309294325,      -4.837416736,      -4.790379589,      -1.895177641,      -9.871051073,                         5,      -1.228815439,               5,      -2.995012178,       1064568.017,     0.01717079534,      0.4005053907,      0.0981340368,       0.707203699,    -0.03694611718,     -0.1117536624,     0.00520227299,      0.0981340368,      0.4008395447,       23.32480138,   0.0001550944946
          0,           0,         981,      -6.823079918,      -4.313649811,      -4.841212826,      -4.794211497,      -1.898512345,      -9.875045797,                         5,      -1.229077372,               5,      -2.995063007,       1064568.017,     0.01717079365,      0.4005053921,     0.09813402774,      0.7072036995,     -0.0369461728,     -0.1117536794,    0.005202271266,     0.09813402774,       0.400839546,       23.32480375,   0.0001550974752
          0,           0,         982,      -6.824417984,      -4.317993747,      -4.844900435,      -4.798026042,      -1.901870735,      -9.879027275,                         5,      -1.224228027,               5,      -2.994807638,       1064568.017,     0.01717079197,      0.4005053935,     0.09813401861,         0.7072037,    -0.03694622791,     -0.1117536966,     0.00520226954,     0.09813401861,      0.4008395474,       23.32480612,   0.0001551004229
          0,           0,         983,      -6.825800029,      -4.322345393,      -4.848663102,      -4.801853696,      -1.905258298,      -9.883003276,                         5,      -1.221332792,               5,      -2.994734454,       1064568.017,     0.01717079028,       0.400505395,     0.09813400948,      0.7072037006,    -0.03694628244,     -0.1117537138,    0.005202267814,     0.09813400948,      0.4008395488,       23.32480849,   0.0001551033388
          0,           0,         984,       -6.82721075,      -4.326705293,      -4.852567735,      -4.805705643,      -1.908608555,      -9.886982021,                         5,      -1.223727665,               5,      -2.994602336,       1064568.017,     0.01717078861,      0.4005053964,     0.09813400044,      0.7072037011,    -0.03694633644,     -0.1117537307,    0.005202266099,     0.09813400044,      0.4008395501,       23.32481085,   0.0001551062236
          0,           0,         985,      -6.828605595,       -4.33106289,      -4.856477243,      -4.809560985,       -1.91191678,      -9.890951325,                         5,      -1.227077486,               5,      -2.994565585,       1064568.017,     0.01717078695,      0.4005053978,     0.09813399147,      0.7072037015,    -0.03694638999,     -0.1117537473,    0.005202264398,     0.09813399147,      0.4008395515,       23.32481318,   0.0001551090773
          0,           0,         986,      -6.829976043,       -4.33540957,      -4.860317337,      -4.813398538,      -1.915201676,      -9.894908841,                         5,      -1.229782037,               5,      -2.994146038,       1064568.017,     0.01717078531,      0.4005053991,     0.09813398255,      0.7072037019,     -0.0369464431,     -0.1117537636,    0.005202262717,     0.09813398255,      0.4008395527,       23.32481549,   0.0001551118999
          0,           0,         987,      -6.831335192,      -4.339740223,      -4.864030843,      -4.817212207,      -1.918490374,      -9.898854956,                         5,      -1.229178361,               5,      -2.993088338,       1064568.017,     0.01717078367,      0.4005054005,     0.09813397355,      0.7072037024,    -0.03694649579,     -0.1117537801,    0.005202261042,     0.09813397355,      0.4008395541,       23.32481779,   0.0001551146912
          0,           0,         988,       -6.83271391,      -4.344068051,      -4.867716804,      -4.821018308,      -1.921817676,      -9.902795261,                         5,      -1.226576739,               5,      -2.992425526,       1064568.017,     0.01717078205,       0.400505402,      0.0981339645,       0.707203703,    -0.03694654797,     -0.1117537966,    0.005202259372,      0.0981339645,      0.4008395555,       23.32482009,   0.0001551174522
          0,           0,         989,      -6.834125645,      -4.348403169,       -4.87154869,      -4.824840958,       -1.92512615,      -9.906746327,                         5,      -1.228742665,               5,      -2.992105734,       1064568.017,     0.01717078044,      0.4005054034,     0.09813395572,      0.7072037036,    -0.03694659963,     -0.1117538129,    0.005202257727,     0.09813395572,      0.4008395569,       23.32482235,   0.0001551201835
          0,           0,         990,      -6.835533047,      -4.352734927,      -4.875428477,      -4.828668472,      -1.928385563,       -9.91069612,                         5,      -1.232956851,               5,      -2.992164338,       1064568.017,     0.01717077887,      0.4005054048,     0.09813394727,      0.7072037041,    -0.03694665082,     -0.1117538287,    0.005202256112,     0.09813394727,      0.4008395582,       23.32482456,   0.0001551228855
          0,           0,         991,      -6.836914197,      -4.357054761,       -4.87925273,      -4.832481496,      -1.931610962,      -9.914637935,                         5,      -1.235386341,               5,      -2.992459844,       1064568.017,     0.01717077732,      0.4005054061,     0.09813393905,      0.7072037047,    -0.03694670159,     -0.1117538442,    0.005202254522,     0.09813393905,      0.4008395595,       23.32482675,   0.0001551255579
          0,           0,         992,      -6.838281619,      -4.361358904,      -4.882964599,      -4.836271301,      -1.934830087,      -9.918571067,                         5,      -1.233576414,               5,      -2.992307511,       1064568.017,     0.01717077578,      0.4005054074,     0.09813393084,      0.7072037052,    -0.03694675193,     -0.1117538596,     0.00520225294,     0.09813393084,      0.4008395608,       23.32482892,   0.0001551282008
          0,           0,         993,      -6.839669678,      -4.365658819,       -4.88662065,      -4.840054108,      -1.938087362,      -9.922490323,                         5,      -1.228378229,               5,       -2.99214652,       1064568.017,     0.01717077423,      0.4005054089,     0.09813392256,      0.7072037059,    -0.03694680178,     -0.1117538753,    0.005202251354,     0.09813392256,      0.4008395622,        23.3248311,   0.0001551308146
          0,           0,         994,      -6.841103382,       -4.36997027,      -4.890419116,      -4.843859205,      -1.941353367,      -9.926411351,                         5,         -1.228053,               5,      -2.992065863,       1064568.017,     0.01717077269,      0.4005054103,     0.09813391434,      0.7072037065,    -0.03694685112,     -0.1117538907,    0.005202249773,     0.09813391434,      0.4008395635,       23.32483328,   0.0001551334002
          0,           0,         995,       -6.84254633,      -4.374285604,      -4.894304976,      -4.847681991,      -1.944574464,      -9.930330153,                         5,       -1.23140326,               5,      -2.991971939,       1064568.017,     0.01717077116,      0.4005054116,      0.0981339062,      0.7072037071,        -0.0369469,     -0.1117539059,    0.005202248203,      0.0981339062,      0.4008395648,       23.32483544,   0.0001551359579
          0,           0,         996,      -6.843966337,      -4.378594655,      -4.898158763,      -4.851498036,      -1.947758649,      -9.934236868,                         5,      -1.234593759,               5,      -2.991888103,       1064568.017,     0.01717076965,      0.4005054129,     0.09813389811,      0.7072037076,    -0.03694694847,     -0.1117539209,    0.005202246648,     0.09813389811,      0.4008395661,       23.32483757,   0.0001551384877
          0,           0,         997,      -6.845365955,      -4.382889991,      -4.901918461,      -4.855292621,      -1.950922162,      -9.938132247,                         5,        -1.2366539,               5,      -2.991136388,       1064568.017,     0.01717076814,      0.4005054143,     0.09813389003,      0.7072037081,    -0.03694699657,     -0.1117539357,    0.005202245108,     0.09813389003,      0.4008395674,       23.32483969,   0.0001551409895
          0,           0,         998,       -6.84676319,      -4.387171908,      -4.905559509,       -4.85906602,      -1.954107666,      -9.942015581,                         5,      -1.234331509,               5,      -2.990142145,       1064568.017,     0.01717076665,      0.4005054157,     0.09813388184,      0.7072037087,    -0.03694704426,     -0.1117539506,     0.00520224357,     0.09813388184,      0.4008395687,        23.3248418,   0.0001551434637
          0,           0,         999,      -6.848191106,      -4.391458695,      -4.909264379,      -4.862843427,      -1.957321088,      -9.945901742,                         5,      -1.233506912,               5,       -2.98966234,       1064568.017,     0.01717076516,      0.4005054171,     0.09813387373,      0.7072037094,    -0.03694709147,     -0.1117539655,    0.005202242043,     0.09813387373,      0.4008395701,        23.3248439,   0.0001551459108
          0,           0,        1000,       -6.84963982,      -4.395748877,      -4.913097855,      -4.866635983,      -1.960499827,      -9.949796144,                         5,      -1.237194932,               5,      -2.989453678,       1064568.017,      0.0171707637,      0.4005054184,     0.09813386592,        0.70720371,    -0.03694713822,     -0.1117539801,    0.005202240543,     0.09813386592,      0.4008395714,       23.32484596,   0.0001551483316
          0,           0,        1001,      -6.851071319,      -4.400032049,      -4.916927687,      -4.870425398,      -1.963631561,      -9.953684149,                         5,      -1.241024839,               5,      -2.989687506,       1064568.017,     0.01717076227,      0.4005054197,     0.09813385838,      0.7072037106,    -0.03694718458,     -0.1117539943,     0.00520223907,     0.09813385838,      0.4008395727,       23.32484799,    0.000155150726
          0,           0,        1002,      -6.852479325,      -4.404300591,      -4.920677833,      -4.874194796,      -1.966734848,      -9.957564419,                         5,      -1.242203674,               5,      -2.989845132,       1064568.017,     0.01717076085,       0.400505421,     0.09813385097,      0.7072037112,    -0.03694723055,     -0.1117540083,    0.005202237614,     0.09813385097,      0.4008395739,       23.32484999,   0.0001551530939
          0,           0,        1003,      -6.853883663,      -4.408555911,      -4.924310957,      -4.877944361,      -1.969849298,      -9.961432552,                         5,      -1.238224962,               5,       -2.98960631,       1064568.017,     0.01717075943,      0.4005054224,     0.09813384351,      0.7072037119,    -0.03694727612,     -0.1117540224,    0.005202236157,     0.09813384351,      0.4008395752,       23.32485199,   0.0001551554353
