"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,       "AoA"      
          0,           0,           0,      -5.274962613,      -5.262671898,      -5.862756693,      -5.065898177,       -4.40313032,      0.3793010679,     0.09108247781,     0.09733949022,    -0.04445310665,     0.05408839252,    -0.03815349365,    -0.05553180742,     0.08936979716,    -0.04445310665,     0.09891427336,       1.068696115,                 1
          0,           0,           1,      -5.610967815,      -5.506754834,      -5.732439846,      -5.350612643,      -4.728529765,      0.3793010679,      0.1215714947,      0.1041757787,    -0.05992896779,     0.05794430876,    -0.03930341906,    -0.07178521114,      0.1197348607,    -0.05992896779,      0.1062816273,      0.8569095817,                 1
          0,           0,           2,      -5.375782942,      -5.159630323,      -5.293395642,      -5.125036073,      -4.507663972,      0.3793010679,      0.0898840663,     0.08660445192,    -0.04094509596,     0.04724837005,    -0.02969627311,    -0.04986577843,     0.08835892043,    -0.04094509596,      0.0881599549,      0.9635128391,                 1
          0,           0,           3,      -5.367331681,      -5.111444063,      -5.258570314,      -5.108474282,      -4.526121164,      0.3793010679,     0.04299314978,     0.07241336671,    -0.01235922222,     0.03774051603,    -0.02069089435,    -0.01943484731,     0.04172281421,    -0.01235922222,     0.07315267173,       1.684300105,                 1
          0,           0,           4,      -5.180591362,      -4.994678558,      -5.023281397,      -5.034639954,      -4.321053747,      0.3793010679,     0.01424671093,     0.06498022121,     0.00565445245,     0.03249981825,    -0.01516228535,  -0.0006036992737,     0.01311047986,     0.00565445245,      0.0652189638,       4.561068271,                 1
          0,           0,           5,      -5.184517749,      -4.978345007,      -5.029601689,      -4.978022009,      -4.325087046,      0.3793010679,    -0.00151074239,     0.06125360641,      0.0153328071,     0.03000887658,    -0.01189343847,     0.01061223281,   -0.002579535132,      0.0153328071,      0.0612179111,      -40.54536816,                 1
          0,           0,           6,      -5.076136318,      -4.895937253,       -4.89841017,      -4.912535475,      -4.205445695,      0.3793010679,   -0.006957905638,     0.05999256207,       0.018159698,     0.02952586045,    -0.01052691895,     0.01516689562,   -0.008003860492,       0.018159698,     0.05986199271,      -8.622215532,                 1
          0,           0,           7,      -5.121414282,       -4.91294939,      -4.966349519,      -4.897474249,      -4.255346826,      0.3793010679,   -0.009137065477,     0.05985474934,     0.01779949334,     0.03019943076,    -0.01035133505,      0.0167763011,    -0.01018028327,     0.01779949334,      0.0596861694,      -6.550762878,                 1
          0,           0,           8,      -5.062623402,      -4.891415107,      -4.889348764,      -4.858019524,      -4.194773062,      0.3793010679,     -0.0101460694,     0.06041911147,     0.01645028234,     0.03137720509,    -0.01080178854,     0.01692607809,    -0.01119898299,     0.01645028234,     0.06023283602,      -5.954927875,                 1
          0,           0,           9,      -5.080097052,      -4.916542834,      -4.928558801,      -4.830748003,      -4.222268234,      0.3793010679,    -0.01043620879,     0.06120422903,      0.0142135555,     0.03259300579,    -0.01153701659,     0.01533200217,    -0.01150278039,      0.0142135555,     0.06101277037,      -5.864603733,                 1
          0,           0,          10,      -4.928643526,      -4.888496131,      -4.757101977,      -4.793418653,      -4.074507273,      0.3793010679,    -0.01053739361,     0.06214701097,     0.01233153383,      0.0336189676,    -0.01224559876,     0.01344173392,     -0.0116204036,     0.01233153383,      0.0619536428,      -5.897759284,                 1
          0,           0,          11,      -4.954735796,      -4.943627126,      -4.825750759,      -4.793599452,      -4.107962208,      0.3793010679,   -0.009666792356,     0.06313340931,     0.01026930009,     0.03430276066,     -0.0128469541,     0.01062985126,    -0.01076714998,     0.01026930009,       0.062955085,      -6.530957425,                 1
          0,           0,          12,      -4.875440057,       -4.87519178,       -4.72677596,      -4.802978657,      -4.018293906,      0.3793010679,   -0.006458429078,     0.06461510782,    0.007691833698,     0.03480979242,    -0.01343688426,    0.006495822412,   -0.007585134552,    0.007691833698,      0.0644925515,       -10.0047716,                 1
          0,           0,          13,      -4.858291216,      -4.816344578,      -4.700413866,      -4.842859785,      -3.987753122,      0.3793010679,   -0.003990624816,       0.065770149,    0.006294073813,     0.03511329718,    -0.01381972498,    0.004123938078,   -0.005137864396,    0.006294073813,     0.06569048588,      -16.48116574,                 1
          0,           0,          14,      -4.994018832,       -4.89947005,      -4.895960075,      -4.883602508,      -4.128566293,      0.3793010679,    -0.00195433165,     0.06611206471,     0.00546441009,     0.03507557998,    -0.01394517323,    0.002935828812,    -0.00310784862,     0.00546441009,     0.06606788774,      -33.82847773,                 1
          0,           0,          15,      -4.961256379,      -4.867240243,      -4.847958383,      -4.931261035,      -4.099749384,      0.3793010679,    0.001343689596,     0.06611985835,    0.004608838682,     0.03495404338,    -0.01397881025,    0.002175607549,   0.0001895343044,    0.004608838682,     0.06613323859,       49.20768794,                 1
          0,           0,          16,      -4.870646997,      -4.800879129,      -4.722587311,      -4.941240314,      -3.997550837,      0.3793010679,    0.003719508849,     0.06605100179,    0.004054167021,     0.03489623339,    -0.01398999619,    0.001819736837,     0.00256619342,    0.004054167021,     0.06610585628,       17.75799023,                 1
          0,           0,          17,      -5.014195777,      -4.909562963,       -4.91259394,      -4.953762576,      -4.143886636,      0.3793010679,    0.005240821484,       0.065885592,    0.003758546588,     0.03485063906,    -0.01397009893,    0.001857801125,    0.004090161151,    0.003758546588,     0.06596702225,       12.57161539,                 1
          0,           0,          18,      -5.010155774,      -4.932398384,      -4.874380261,      -4.993633923,       -4.15012368,      0.3793010679,    0.006080640815,     0.06619316652,    0.004012999792,     0.03515804274,    -0.01412147468,    0.002519144178,    0.004924484658,    0.004012999792,     0.06628920679,       10.88588663,                 1
          0,           0,          19,      -5.023163921,      -4.975021423,      -4.883237505,      -5.073424378,       -4.15698728,      0.3793010679,    0.006326870744,      0.0666027613,    0.004394399526,     0.03548004103,    -0.01427885104,    0.003067852146,    0.005163528671,    0.004394399526,     0.06670303649,       10.52696728,                 1
          0,           0,          20,      -5.149368791,      -5.078347845,       -5.06922274,       -5.13197243,      -4.285269201,      0.3793010679,    0.006108939522,     0.06715936662,    0.004876699171,     0.03581411992,     -0.0144277963,     0.00353294143,    0.004935916538,    0.004876699171,     0.06725575362,       10.99362113,                 1
          0,           0,          21,      -5.157207136,      -5.078892322,      -5.060635715,      -5.203867273,      -4.288026933,      0.3793010679,    0.004599271386,     0.06823910312,    0.005906043962,     0.03635801269,    -0.01470297383,    0.004358183459,    0.003407634332,    0.005906043962,     0.06830897833,       14.83693772,                 1
          0,           0,          22,      -5.119136291,      -5.064553203,      -4.978309683,      -5.237560055,      -4.242392153,      0.3793010679,    0.003255957176,     0.06910453427,    0.006667558807,     0.03676396866,    -0.01492482608,     0.00495218233,    0.002049420859,    0.006667558807,      0.0691508336,       21.22403046,                 1
          0,           0,          23,      -5.259314962,        -5.1896225,      -5.146948467,      -5.266821943,      -4.389357289,      0.3793010679,    0.002043310932,     0.06989987656,    0.007235213587,     0.03710144407,     -0.0151074319,    0.005373742616,   0.0008230786701,    0.007235213587,     0.06992489117,       34.20912377,                 1
          0,           0,          24,      -5.278179977,      -5.237850273,      -5.136665335,      -5.304675413,      -4.421579324,      0.3793010679,   0.0002797557969,     0.07069026152,    0.007743991927,     0.03740930285,    -0.01523600376,    0.005830114834,  -0.0009540019865,    0.007743991927,     0.07068437746,       252.6856005,                 1
          0,           0,          25,      -5.290591189,      -5.263750818,      -5.140326294,      -5.355429934,      -4.426570006,      0.3793010679,  -0.0009491665018,     0.07113954156,    0.007988965668,     0.03758277037,    -0.01528925621,    0.006116724168,   -0.002190578132,    0.007988965668,     0.07111214142,      -74.94948613,                 1
          0,           0,          26,      -5.413870916,       -5.35174694,      -5.307784079,      -5.407892834,      -4.550886013,      0.3793010679,    -0.00169129604,     0.07135675032,     0.00802636378,     0.03765429252,    -0.01529418685,    0.006225932993,   -0.002936385456,     0.00802636378,     0.07131636515,      -42.19057377,                 1
          0,           0,          27,      -5.448213238,      -5.321185505,      -5.333605126,      -5.483060796,      -4.576706516,      0.3793010679,   -0.001768764113,     0.07136074926,    0.007637653854,     0.03768677463,    -0.01524593183,     0.00598851352,   -0.003013911521,    0.007637653854,     0.07131901149,      -40.34497803,                 1
          0,           0,          28,       -5.44028284,      -5.271329481,      -5.303962322,      -5.550148211,      -4.556383235,      0.3793010679,   -0.001542353762,     0.07126792658,    0.007265488142,     0.03769895589,    -0.01519861409,    0.005727361108,   -0.002785915675,    0.007265488142,     0.07123015434,      -46.20725046,                 1
          0,           0,          29,      -5.570179748,       -5.34639494,      -5.447578563,      -5.599002074,      -4.689936497,      0.3793010679,   -0.001056267432,     0.07104855607,    0.006900323503,     0.03765306476,    -0.01515478088,    0.005429925566,   -0.002296074835,    0.006900323503,     0.07101930062,      -67.26379506,                 1
          0,           0,          30,      -5.595702723,      -5.356508682,      -5.442734506,      -5.625090412,      -4.723315405,      0.3793010679,   0.0002681273908,     0.07084475248,    0.006328646167,     0.03764973933,    -0.01519328242,      0.0048456266,  -0.0009683248605,    0.006328646167,     0.07083864195,       264.2204971,                 1
          0,           0,          31,      -5.582475854,      -5.373496913,      -5.407919857,      -5.625468458,       -4.70892569,      0.3793010679,    0.001347577135,     0.07075908544,    0.005943868696,     0.03767792184,    -0.01526021501,    0.004410968147,   0.0001124555742,    0.005943868696,     0.07077182696,       52.50837492,                 1
          0,           0,          32,      -5.710377253,      -5.439808212,      -5.566043294,         -5.652419,      -4.837411409,      0.3793010679,    0.002176301522,     0.07071105045,    0.005713381655,     0.03770412699,    -0.01534137401,    0.004129711698,   0.0009418920687,    0.005713381655,     0.07073826252,       32.49138492,                 1
          0,           0,          33,      -5.741774851,      -5.480695468,      -5.582939734,      -5.691770023,       -4.86320852,      0.3793010679,    0.002932179268,     0.07093900974,    0.005673338163,     0.03783095052,    -0.01554765957,    0.003986059041,    0.001693676253,    0.005673338163,     0.07097937897,       24.19327171,                 1
          0,           0,          34,      -5.752960965,      -5.524912805,      -5.591700031,      -5.756916087,      -4.861566986,      0.3793010679,    0.003317977138,     0.07122403752,    0.005726727481,     0.03795790732,    -0.01572881575,    0.003959635395,    0.002074440943,    0.005726727481,     0.07127109644,       21.46610255,                 1
          0,           0,          35,      -5.866851108,      -5.606131368,       -5.71198432,      -5.813930162,      -4.974351003,      0.3793010679,    0.003377103098,     0.07155484305,    0.005859313418,     0.03809173053,    -0.01588064406,    0.004051215517,    0.002127784545,    0.005859313418,     0.07160288348,       21.18823174,                 1
          0,           0,          36,      -5.903337811,      -5.651928761,      -5.731210649,      -5.870104934,      -5.016728803,      0.3793010679,    0.002808339649,     0.07211225478,    0.006234421896,     0.03831412833,     -0.0160616738,    0.004429174324,    0.001549379546,    0.006234421896,     0.07215028402,       25.67789648,                 1
          0,           0,          37,      -5.869572615,      -5.685592961,      -5.680463936,      -5.894527509,      -4.992017956,      0.3793010679,    0.002235617528,     0.07253742755,    0.006531923069,     0.03847950929,     -0.0161773781,    0.004747498047,   0.0009693243649,    0.006531923069,     0.07256539665,       32.44625999,                 1
          0,           0,          38,      -6.008853625,      -5.788347879,      -5.833624837,      -5.931377297,      -5.140423679,      0.3793010679,    0.001684442409,      0.0728966601,    0.006764866222,      0.0386127566,    -0.01624036664,    0.005004841893,   0.0004119637204,    0.006764866222,     0.07291495516,       43.27643362,                 1
          0,           0,          39,      -6.027328797,      -5.849503013,      -5.836053709,      -5.961064904,      -5.163343417,      0.3793010679,   0.0008895557401,     0.07321591465,    0.006994519062,      0.0387462828,    -0.01623337961,    0.005296980448,  -0.0003883736437,    0.006994519062,      0.0732202884,       82.30615728,                 1
          0,           0,          40,      -6.011360902,      -5.886112031,      -5.823087457,      -6.000185192,      -5.137107084,      0.3793010679,   0.0003547987851,     0.07336088506,    0.007115412861,     0.03881452862,    -0.01619235814,    0.005468953898,  -0.0009255792352,    0.007115412861,     0.07335590394,       206.7675769,                 1
          0,           0,          41,      -6.129878174,      -5.967921505,      -5.963597934,      -6.053436954,      -5.254103016,      0.3793010679,   6.074186466e-05,     0.07339095594,    0.007144973984,     0.03883008542,    -0.01613164702,     0.00552298498,   -0.001220116179,    0.007144973984,     0.07338083824,       1208.243381,                 1
          0,           0,          42,       -6.16599191,      -5.963467571,      -5.991660245,      -6.111751644,      -5.285230057,      0.3793010679,   7.754270241e-05,     0.07324814799,    0.007008693235,     0.03878386055,    -0.01601791819,    0.005394080726,   -0.001200825557,    0.007008693235,     0.07323834525,       944.6169106,                 1
          0,           0,          43,       -6.14494942,       -5.92868627,       -5.96511577,      -6.154054622,      -5.258557777,      0.3793010679,    0.000215251394,     0.07308338782,    0.006869409512,     0.03873166228,    -0.01593072949,     0.00525331113,   -0.001060262378,    0.006869409512,     0.07307601352,       339.5257353,                 1
          0,           0,          44,      -6.273154287,      -6.000480066,      -6.101320927,      -6.190286752,      -5.392301703,      0.3793010679,   0.0004463885414,     0.07288573564,    0.006728468208,     0.03866254743,    -0.01586922123,    0.005103139653,  -0.0008257109276,    0.006728468208,     0.07288242534,       163.2786886,                 1
          0,           0,          45,      -6.277077472,      -6.015828648,      -6.088950857,      -6.198833924,      -5.404489956,      0.3793010679,   0.0009800028985,     0.07265126995,    0.006508219068,     0.03857664788,    -0.01584594972,    0.004849453958,  -0.0002880858521,    0.006508219068,     0.07265730822,       74.13372967,                 1
          0,           0,          46,      -6.210738496,      -6.031069076,      -6.014573969,      -6.187049367,      -5.339231664,      0.3793010679,    0.001395647343,     0.07251703515,    0.006359344619,     0.03853062972,    -0.01585584457,    0.004672732446,   0.0001298380083,    0.006359344619,     0.07253034785,       51.95942621,                 1
          0,           0,          47,      -6.340529163,      -6.109004474,      -6.171309474,      -6.211550123,      -5.472385986,      0.3793010679,    0.001694126254,      0.0724350363,    0.006271259098,     0.03850639631,    -0.01588718384,    0.004571275464,    0.000429702536,    0.006271259098,     0.07245357068,       42.75657505,                 1
