"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,       "AoA"      
          0,           0,           0,      -6.211701035,      -6.038213855,      -6.218354688,      -5.717407288,      -5.337437717,      0.3793010679,    0.004378238881,      0.1991100093,     0.01114373794,      0.1057661405,    -0.04402686548,    0.009337995278,   -0.005048588565,     0.01114373794,      0.1990941399,        45.4771918,       2.712259844
          0,           0,           1,      -6.320240635,      -6.132096961,      -6.307676812,      -5.812381639,      -5.451034149,      0.3793010679,    0.004381502915,      0.1991382703,     0.01114334562,      0.1057762753,    -0.04403530938,    0.009337971057,     -0.0050466655,     0.01114334562,      0.1991225236,       45.44976327,       2.712259844
          0,           0,           2,      -6.445203906,      -6.238765473,      -6.406086528,      -5.910794138,      -5.578612269,      0.3793010679,    0.004385256541,      0.1991720439,     0.01114268631,      0.1057886622,    -0.04404021952,    0.009338162543,   -0.005044514253,     0.01114268631,       0.199156437,        45.4185615,       2.712259844
          0,           0,           3,      -6.574959717,      -6.350084665,      -6.505003326,      -6.007534392,      -5.708422427,      0.3793010679,     0.00438733204,      0.1991961987,     0.01114320825,      0.1057982379,    -0.04404026922,    0.009339304185,   -0.005043584092,     0.01114320825,      0.1991806631,       45.40258109,       2.712259844
          0,           0,           4,      -6.701742431,      -6.460779547,      -6.603245397,      -6.098637286,      -5.833214887,      0.3793010679,    0.004385315527,      0.1992005853,     0.01114538428,      0.1058044672,    -0.04403747815,    0.009341245508,   -0.005045805918,     0.01114538428,      0.1991849493,       45.42445898,       2.712259844
          0,           0,           5,      -6.819826774,      -6.568162433,      -6.697383083,      -6.181939104,       -5.94841902,      0.3793010679,    0.004382042044,      0.1991924994,       0.011147352,       0.105807085,    -0.04403577379,    0.009342568234,   -0.005048693108,       0.011147352,      0.1991767175,       45.45654683,       2.712259844
          0,           0,           6,      -6.926274799,      -6.670578061,      -6.789446208,      -6.256893182,      -6.052298289,      0.3793010679,    0.004380429796,      0.1991809882,      0.0111480634,      0.1058042055,    -0.04403599632,    0.009342924143,    -0.00504975884,      0.0111480634,       0.199165143,       45.47064957,       2.712259844
          0,           0,           7,      -7.020219809,      -6.766431157,      -6.881104945,      -6.324869968,      -6.144626967,      0.3793010679,    0.004381113537,      0.1991756459,     0.01114774935,      0.1058011187,    -0.04403898858,    0.009342646928,   -0.005048823065,     0.01114774935,       0.199159839,       45.46233377,       2.712259844
          0,           0,           8,      -7.105844914,      -6.856483734,      -6.968989136,      -6.388514117,      -6.229337923,      0.3793010679,    0.004383102814,      0.1991792013,     0.01114710363,      0.1058021068,    -0.04404335432,    0.009342115566,   -0.005047004257,     0.01114710363,      0.1991634845,       45.44251179,       2.712259844
          0,           0,           9,      -7.190349247,      -6.943113572,      -7.052123925,      -6.450100555,      -6.312972541,      0.3793010679,    0.004384445556,      0.1991849299,     0.01114687263,      0.1058049468,    -0.04404567964,    0.009341914696,   -0.005045934099,     0.01114687263,      0.1991692702,       45.42990154,       2.712259844
